Entrez ID,Phenotype
4791,"['MAPK signaling pathway', 'NF-kappa B signaling pathway', 'Osteoclast differentiation', 'C-type lectin receptor signaling pathway', 'Legionellosis', 'Human T-cell leukemia virus 1 infection', 'Epstein-Barr virus infection', 'Pathways in cancer', 'Viral carcinogenesis', 'Breast cancer']"
4792,"['cAMP signaling pathway', 'Chemokine signaling pathway', 'NF-kappa B signaling pathway', 'Apoptosis', 'Osteoclast differentiation', 'Toll-like receptor signaling pathway', 'NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway', 'Cytosolic DNA-sensing pathway', 'C-type lectin receptor signaling pathway', 'IL-17 signaling pathway', 'Th1 and Th2 cell differentiation', 'Th17 cell differentiation', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'TNF signaling pathway', 'Neurotrophin signaling pathway', 'Adipocytokine signaling pathway', 'Relaxin signaling pathway', 'Insulin resistance', 'Alcoholic liver disease', 'Epithelial cell signaling in Helicobacter pylori infection', 'Pathogenic Escherichia coli infection', 'Shigellosis', 'Salmonella infection', 'Legionellosis', 'Yersinia infection', 'Leishmaniasis', 'Chagas disease', 'Toxoplasmosis', 'Hepatitis C', 'Hepatitis B', 'Measles', 'Human cytomegalovirus infection', 'Influenza A', 'Human T-cell leukemia virus 1 infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Human immunodeficiency virus 1 infection', 'Coronavirus disease - COVID-19', 'Pathways in cancer', 'Viral carcinogenesis', 'Chemical carcinogenesis - reactive oxygen species', 'Prostate cancer', 'Chronic myeloid leukemia', 'Small cell lung cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Lipid and atherosclerosis']"
4793,"['Chemokine signaling pathway', 'NOD-like receptor signaling pathway', 'RIG-I-like receptor signaling pathway', 'Cytosolic DNA-sensing pathway', 'Th1 and Th2 cell differentiation', 'Th17 cell differentiation', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Neurotrophin signaling pathway', 'Adipocytokine signaling pathway', 'Pathogenic Escherichia coli infection', 'Shigellosis', 'Leishmaniasis', 'Toxoplasmosis', 'Measles', 'Influenza A', 'Epstein-Barr virus infection', 'Coronavirus disease - COVID-19', 'PD-L1 expression and PD-1 checkpoint pathway in cancer']"
4794,"['Th1 and Th2 cell differentiation', 'Th17 cell differentiation', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Neurotrophin signaling pathway', 'Adipocytokine signaling pathway', 'Epstein-Barr virus infection', 'PD-L1 expression and PD-1 checkpoint pathway in cancer']"
4798,['ATP-dependent chromatin remodeling']
4799,['Human papillomavirus infection']
4800,"['Antigen processing and presentation', 'Spinocerebellar ataxia', 'Tuberculosis']"
4801,"['Antigen processing and presentation', 'Tuberculosis', 'Human T-cell leukemia virus 1 infection']"
4802,"['Antigen processing and presentation', 'Tuberculosis']"
4803,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'Cytokine-cytokine receptor interaction', 'PI3K-Akt signaling pathway', 'Apoptosis', 'Neurotrophin signaling pathway', 'Inflammatory mediator regulation of TRP channels']"
4804,"['Virion - Ebolavirus and Lyssavirus', 'MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Cytokine-cytokine receptor interaction', 'PI3K-Akt signaling pathway', 'Apoptosis - multiple species', 'Neurotrophin signaling pathway', 'Transcriptional misregulation in cancer']"
4809,"['Ribosome biogenesis in eukaryotes', 'Spliceosome']"
4821,['Maturity onset diabetes of the young']
4824,"['Pathways in cancer', 'Prostate cancer']"
4825,['Maturity onset diabetes of the young']
4828,['Neuroactive ligand-receptor interaction']
4829,['Neuroactive ligand-receptor interaction']
4830,"['Purine metabolism', 'Pyrimidine metabolism', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Nucleotide metabolism', 'Biosynthesis of cofactors']"
4831,"['Purine metabolism', 'Pyrimidine metabolism', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Nucleotide metabolism', 'Biosynthesis of cofactors']"
4832,"['Purine metabolism', 'Pyrimidine metabolism', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Nucleotide metabolism', 'Biosynthesis of cofactors']"
4833,"['Purine metabolism', 'Pyrimidine metabolism', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Nucleotide metabolism', 'Biosynthesis of cofactors']"
4837,"['Nicotinate and nicotinamide metabolism', 'Metabolic pathways']"
4838,"['Cytokine-cytokine receptor interaction', 'TGF-beta signaling pathway', 'Signaling pathways regulating pluripotency of stem cells']"
4842,"['Arginine biosynthesis', 'Arginine and proline metabolism', 'Metabolic pathways', 'Calcium signaling pathway', 'Phagosome', 'Apelin signaling pathway', 'Circadian entrainment', 'Long-term depression', 'Relaxin signaling pathway', 'Salivary secretion', 'Alzheimer disease', 'Amyotrophic lateral sclerosis', 'Pathways of neurodegeneration - multiple diseases', 'Hypertrophic cardiomyopathy', 'Arrhythmogenic right ventricular cardiomyopathy', 'Dilated cardiomyopathy', 'Viral myocarditis']"
4843,"['Arginine biosynthesis', 'Arginine and proline metabolism', 'Metabolic pathways', 'Calcium signaling pathway', 'HIF-1 signaling pathway', 'Peroxisome', 'Apelin signaling pathway', 'Relaxin signaling pathway', 'Alzheimer disease', 'Amyotrophic lateral sclerosis', 'Pathways of neurodegeneration - multiple diseases', 'Pertussis', 'Leishmaniasis', 'Chagas disease', 'Toxoplasmosis', 'Amoebiasis', 'Tuberculosis', 'Pathways in cancer', 'Small cell lung cancer']"
4846,"['Arginine biosynthesis', 'Arginine and proline metabolism', 'Metabolic pathways', 'Calcium signaling pathway', 'cGMP-PKG signaling pathway', 'HIF-1 signaling pathway', 'Sphingolipid signaling pathway', 'PI3K-Akt signaling pathway', 'VEGF signaling pathway', 'Apelin signaling pathway', 'Platelet activation', 'Estrogen signaling pathway', 'Oxytocin signaling pathway', 'Relaxin signaling pathway', 'Insulin resistance', 'AGE-RAGE signaling pathway in diabetic complications', 'Diabetic cardiomyopathy', 'Lipid and atherosclerosis', 'Fluid shear stress and atherosclerosis']"
4848,['RNA degradation']
4849,['RNA degradation']
4850,['RNA degradation']
4851,"['Endocrine resistance', 'Notch signaling pathway', 'Th1 and Th2 cell differentiation', 'Thyroid hormone signaling pathway', 'Prion disease', 'Human papillomavirus infection', 'Pathways in cancer', 'MicroRNAs in cancer', 'Breast cancer']"
4852,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Adipocytokine signaling pathway', 'Regulation of lipolysis in adipocytes', 'Alcoholism']"
4853,"['Endocrine resistance', 'Notch signaling pathway', 'Th1 and Th2 cell differentiation', 'Thyroid hormone signaling pathway', 'Human papillomavirus infection', 'Pathways in cancer', 'MicroRNAs in cancer', 'Chemical carcinogenesis - receptor activation', 'Breast cancer']"
4854,"['Endocrine resistance', 'Notch signaling pathway', 'Apelin signaling pathway', 'Th1 and Th2 cell differentiation', 'Thyroid hormone signaling pathway', 'Human papillomavirus infection', 'Pathways in cancer', 'MicroRNAs in cancer', 'Breast cancer']"
4855,"['Endocrine resistance', 'Notch signaling pathway', 'Thyroid hormone signaling pathway', 'Human papillomavirus infection', 'Pathways in cancer', 'MicroRNAs in cancer', 'Breast cancer']"
4860,"['Purine metabolism', 'Nicotinate and nicotinamide metabolism', 'Metabolic pathways', 'Nucleotide metabolism']"
4862,['Circadian rhythm']
4864,"['Virion - Ebolavirus and Lyssavirus', 'Lysosome', 'Cholesterol metabolism']"
4878,"['cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'HIF-1 signaling pathway', 'Vascular smooth muscle contraction', 'Thermogenesis', 'Oxytocin signaling pathway', 'Regulation of lipolysis in adipocytes', 'Renin secretion', 'Aldosterone synthesis and secretion', 'African trypanosomiasis']"
4879,"['cGMP-PKG signaling pathway', 'Vascular smooth muscle contraction', 'Thermogenesis']"
4880,"['cGMP-PKG signaling pathway', 'Vascular smooth muscle contraction', 'Fluid shear stress and atherosclerosis']"
4881,"['Purine metabolism', 'Metabolic pathways', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Vascular smooth muscle contraction', 'Thermogenesis', 'Oxytocin signaling pathway', 'Regulation of lipolysis in adipocytes', 'Renin secretion', 'Aldosterone synthesis and secretion']"
4882,"['Purine metabolism', 'Metabolic pathways', 'cGMP-PKG signaling pathway', 'Vascular smooth muscle contraction', 'Oxytocin signaling pathway']"
4886,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Regulation of lipolysis in adipocytes']"
4887,['Neuroactive ligand-receptor interaction']
4889,['Neuroactive ligand-receptor interaction']
4891,"['Lysosome', 'Ferroptosis', 'Mineral absorption', 'Alzheimer disease', 'Parkinson disease']"
4893,"['EGFR tyrosine kinase inhibitor resistance', 'Endocrine resistance', 'MAPK signaling pathway', 'ErbB signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Chemokine signaling pathway', 'FoxO signaling pathway', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Mitophagy - animal', 'Autophagy - animal', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'Apoptosis', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Cellular senescence', 'Axon guidance', 'VEGF signaling pathway', 'Apelin signaling pathway', 'Gap junction', 'Signaling pathways regulating pluripotency of stem cells', 'C-type lectin receptor signaling pathway', 'Natural killer cell mediated cytotoxicity', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Thermogenesis', 'Long-term potentiation', 'Neurotrophin signaling pathway', 'Cholinergic synapse', 'Serotonergic synapse', 'Long-term depression', 'Regulation of actin cytoskeleton', 'Insulin signaling pathway', 'GnRH signaling pathway', 'Estrogen signaling pathway', 'Melanogenesis', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'Oxytocin signaling pathway', 'Relaxin signaling pathway', 'GnRH secretion', 'AGE-RAGE signaling pathway in diabetic complications', 'Growth hormone synthesis, secretion and action', 'Alzheimer disease', 'Pathways of neurodegeneration - multiple diseases', 'Alcoholism', 'Hepatitis C', 'Hepatitis B', 'Human cytomegalovirus infection', 'Human papillomavirus infection', 'Human T-cell leukemia virus 1 infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer', 'Viral carcinogenesis', 'Proteoglycans in cancer', 'MicroRNAs in cancer', 'Chemical carcinogenesis - receptor activation', 'Chemical carcinogenesis - reactive oxygen species', 'Colorectal cancer', 'Renal cell carcinoma', 'Endometrial cancer', 'Glioma', 'Prostate cancer', 'Thyroid cancer', 'Melanoma', 'Bladder cancer', 'Chronic myeloid leukemia', 'Acute myeloid leukemia', 'Non-small cell lung cancer', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer', 'Central carbon metabolism in cancer', 'Choline metabolism in cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Lipid and atherosclerosis']"
4897,['Cell adhesion molecules']
4899,"['Apelin signaling pathway', 'Huntington disease']"
4902,"['MAPK signaling pathway', 'PI3K-Akt signaling pathway']"
4905,"['Synaptic vesicle cycle', 'GABAergic synapse', 'Vasopressin-regulated water reabsorption']"
4907,"['Purine metabolism', 'Pyrimidine metabolism', 'Nicotinate and nicotinamide metabolism', 'Metabolic pathways', 'Nucleotide metabolism']"
4908,"['MAPK signaling pathway', 'Ras signaling pathway', 'PI3K-Akt signaling pathway', 'Neurotrophin signaling pathway']"
4909,"['MAPK signaling pathway', 'Ras signaling pathway', 'PI3K-Akt signaling pathway', 'Neurotrophin signaling pathway']"
4913,['Base excision repair']
4914,"['MAPK signaling pathway', 'Ras signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Apoptosis', 'Neurotrophin signaling pathway', 'Inflammatory mediator regulation of TRP channels', 'Pathways in cancer', 'Transcriptional misregulation in cancer', 'Thyroid cancer', 'Central carbon metabolism in cancer']"
4915,"['MAPK signaling pathway', 'Ras signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Neurotrophin signaling pathway', 'Alcoholism']"
4916,"['Calcium signaling pathway', 'Neurotrophin signaling pathway', 'Central carbon metabolism in cancer']"
4917,['Axon guidance']
4919,['Wnt signaling pathway']
4920,['Wnt signaling pathway']
4922,['Neuroactive ligand-receptor interaction']
4923,"['Calcium signaling pathway', 'Neuroactive ligand-receptor interaction']"
4927,"['Nucleocytoplasmic transport', 'Amyotrophic lateral sclerosis']"
4928,"['Nucleocytoplasmic transport', 'Amyotrophic lateral sclerosis', 'Influenza A']"
4929,"['Aldosterone synthesis and secretion', 'Parathyroid hormone synthesis, secretion and action']"
4931,['Ribosome biogenesis in eukaryotes']
4938,"['NOD-like receptor signaling pathway', 'Hepatitis C', 'Measles', 'Influenza A', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Coronavirus disease - COVID-19']"
4939,"['NOD-like receptor signaling pathway', 'Hepatitis C', 'Measles', 'Influenza A', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Coronavirus disease - COVID-19']"
4940,"['NOD-like receptor signaling pathway', 'Hepatitis C', 'Measles', 'Influenza A', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Coronavirus disease - COVID-19']"
4942,"['Arginine and proline metabolism', 'Metabolic pathways']"
4952,"['Inositol phosphate metabolism', 'Metabolic pathways', 'Phosphatidylinositol signaling system']"
4953,"['Arginine and proline metabolism', 'Glutathione metabolism', 'Metabolic pathways', 'Efferocytosis']"
4967,"['Citrate cycle (TCA cycle)', 'Lipoic acid metabolism', 'Metabolic pathways', 'Carbon metabolism', '2-Oxocarboxylic acid metabolism']"
4968,['Base excision repair']
4973,"['PPAR signaling pathway', 'Phagosome', 'Lipid and atherosclerosis']"
4976,"['Mitophagy - animal', 'Spinocerebellar ataxia']"
4982,"['Cytokine-cytokine receptor interaction', 'Osteoclast differentiation']"
4985,"['cGMP-PKG signaling pathway', 'Sphingolipid signaling pathway', 'Neuroactive ligand-receptor interaction']"
4986,['Neuroactive ligand-receptor interaction']
4987,['Neuroactive ligand-receptor interaction']
4988,"['Neuroactive ligand-receptor interaction', 'Estrogen signaling pathway', 'Morphine addiction']"
4991,['Olfactory transduction']
4992,['Olfactory transduction']
4993,['Olfactory transduction']
4994,['Olfactory transduction']
4995,['Olfactory transduction']
4998,['Cell cycle']
4999,['Cell cycle']
5000,['Cell cycle']
5001,['Cell cycle']
5008,"['Cytokine-cytokine receptor interaction', 'PI3K-Akt signaling pathway', 'JAK-STAT signaling pathway']"
5009,"['Arginine biosynthesis', 'Metabolic pathways', 'Biosynthesis of amino acids']"
5010,"['Cell adhesion molecules', 'Tight junction', 'Leukocyte transendothelial migration', 'Pathogenic Escherichia coli infection', 'Hepatitis C']"
5013,['Signaling pathways regulating pluripotency of stem cells']
5018,['Protein export']
5019,"['Valine, leucine and isoleucine degradation', 'Butanoate metabolism', 'Metabolic pathways']"
5020,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Oxytocin signaling pathway']"
5021,"['Calcium signaling pathway', 'cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Oxytocin signaling pathway']"
5023,"['Calcium signaling pathway', 'Neuroactive ligand-receptor interaction', 'Platelet activation']"
5024,"['Calcium signaling pathway', 'Neuroactive ligand-receptor interaction', 'Taste transduction']"
5025,"['Calcium signaling pathway', 'Neuroactive ligand-receptor interaction']"
5026,"['Calcium signaling pathway', 'Neuroactive ligand-receptor interaction']"
5027,"['Calcium signaling pathway', 'Neuroactive ligand-receptor interaction', 'NOD-like receptor signaling pathway']"
5028,"['Rap1 signaling pathway', 'Neuroactive ligand-receptor interaction', 'Platelet activation', 'Taste transduction']"
5029,"['Neuroactive ligand-receptor interaction', 'Efferocytosis', 'Inflammatory mediator regulation of TRP channels']"
5030,"['Neuroactive ligand-receptor interaction', 'Taste transduction']"
5031,"['Neuroactive ligand-receptor interaction', 'Efferocytosis']"
5032,['Neuroactive ligand-receptor interaction']
5033,"['Arginine and proline metabolism', 'Metabolic pathways']"
5034,['Protein processing in endoplasmic reticulum']
5042,"['mRNA surveillance pathway', 'RNA degradation']"
5045,['Viral life cycle - HIV-1']
5048,"['Ether lipid metabolism', 'Metabolic pathways']"
5049,"['Ether lipid metabolism', 'Metabolic pathways']"
5050,"['Ether lipid metabolism', 'Metabolic pathways']"
5051,"['Ether lipid metabolism', 'Metabolic pathways']"
5052,"['Peroxisome', 'Amoebiasis']"
5053,"['Phenylalanine metabolism', 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'Folate biosynthesis', 'Metabolic pathways', 'Biosynthesis of amino acids']"
5054,"['HIF-1 signaling pathway', 'p53 signaling pathway', 'Cellular senescence', 'Apelin signaling pathway', 'Hippo signaling pathway', 'Complement and coagulation cascades', 'AGE-RAGE signaling pathway in diabetic complications', 'Chagas disease']"
5055,['Complement and coagulation cascades']
5058,"['MAPK signaling pathway', 'ErbB signaling pathway', 'Ras signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'Axon guidance', 'Hippo signaling pathway - multiple species', 'Focal adhesion', 'C-type lectin receptor signaling pathway', 'Natural killer cell mediated cytotoxicity', 'T cell receptor signaling pathway', 'Fc gamma R-mediated phagocytosis', 'Regulation of actin cytoskeleton', 'Epithelial cell signaling in Helicobacter pylori infection', 'Pathogenic Escherichia coli infection', 'Salmonella infection', 'Human immunodeficiency virus 1 infection', 'Proteoglycans in cancer', 'Renal cell carcinoma']"
5062,"['MAPK signaling pathway', 'ErbB signaling pathway', 'Ras signaling pathway', 'Axon guidance', 'Focal adhesion', 'T cell receptor signaling pathway', 'Regulation of actin cytoskeleton', 'Pathogenic Escherichia coli infection', 'Human immunodeficiency virus 1 infection', 'Renal cell carcinoma']"
5063,"['ErbB signaling pathway', 'Ras signaling pathway', 'Axon guidance', 'Focal adhesion', 'T cell receptor signaling pathway', 'Regulation of actin cytoskeleton', 'Pathogenic Escherichia coli infection', 'Salmonella infection', 'Human immunodeficiency virus 1 infection', 'Renal cell carcinoma']"
5071,"['Ubiquitin mediated proteolysis', 'Mitophagy - animal', 'Protein processing in endoplasmic reticulum', 'Parkinson disease', 'Amyotrophic lateral sclerosis', 'Pathways of neurodegeneration - multiple diseases']"
5073,['RNA degradation']
5077,['Transcriptional misregulation in cancer']
5078,['Maturity onset diabetes of the young']
5079,['Transcriptional misregulation in cancer']
5080,"['Signaling pathways regulating pluripotency of stem cells', 'Maturity onset diabetes of the young']"
5081,['Transcriptional misregulation in cancer']
5087,"['Efferocytosis', 'Cortisol synthesis and secretion', 'Cushing syndrome', 'Transcriptional misregulation in cancer']"
5090,['Transcriptional misregulation in cancer']
5091,"['Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids']"
5092,"['Folate biosynthesis', 'Metabolic pathways']"
5093,"['Spliceosome', 'Ferroptosis', 'Cytosolic DNA-sensing pathway']"
5094,['Ferroptosis']
5095,"['Valine, leucine and isoleucine degradation', 'Glyoxylate and dicarboxylate metabolism', 'Propanoate metabolism', 'Metabolic pathways', 'Carbon metabolism']"
5096,"['Valine, leucine and isoleucine degradation', 'Glyoxylate and dicarboxylate metabolism', 'Propanoate metabolism', 'Metabolic pathways', 'Carbon metabolism']"
5104,['Complement and coagulation cascades']
5105,"['Glycolysis / Gluconeogenesis', 'Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Metabolic pathways', 'PPAR signaling pathway', 'FoxO signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Insulin signaling pathway', 'Adipocytokine signaling pathway', 'Glucagon signaling pathway', 'Insulin resistance', 'Proximal tubule bicarbonate reclamation']"
5106,"['Glycolysis / Gluconeogenesis', 'Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Metabolic pathways', 'PPAR signaling pathway', 'FoxO signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Insulin signaling pathway', 'Adipocytokine signaling pathway', 'Glucagon signaling pathway', 'Insulin resistance', 'Proximal tubule bicarbonate reclamation']"
5111,"['DNA replication', 'Base excision repair', 'Nucleotide excision repair', 'Mismatch repair', 'Cell cycle', 'Tight junction', 'Hepatitis B']"
5119,"['Endocytosis', 'Necroptosis']"
5130,"['Phosphonate and phosphinate metabolism', 'Glycerophospholipid metabolism', 'Metabolic pathways', 'Choline metabolism in cancer']"
5133,"['Cell adhesion molecules', 'T cell receptor signaling pathway', 'PD-L1 expression and PD-1 checkpoint pathway in cancer']"
5136,"['Purine metabolism', 'Metabolic pathways', 'Calcium signaling pathway', 'Olfactory transduction', 'Taste transduction', 'Renin secretion', 'Morphine addiction']"
5137,"['Purine metabolism', 'Metabolic pathways', 'Calcium signaling pathway', 'Olfactory transduction', 'Taste transduction', 'Renin secretion', 'Morphine addiction']"
5138,"['Purine metabolism', 'Metabolic pathways', 'cGMP-PKG signaling pathway', 'Olfactory transduction', 'Aldosterone synthesis and secretion', 'Morphine addiction']"
5139,"['Purine metabolism', 'Metabolic pathways', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Renin secretion', 'Morphine addiction']"
5140,"['Purine metabolism', 'Metabolic pathways', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Apelin signaling pathway', 'Insulin signaling pathway', 'Progesterone-mediated oocyte maturation', 'Glucagon signaling pathway', 'Regulation of lipolysis in adipocytes', 'Renin secretion', 'Morphine addiction']"
5141,"['Purine metabolism', 'Metabolic pathways', 'cAMP signaling pathway', 'Parathyroid hormone synthesis, secretion and action', 'Morphine addiction']"
5142,"['Purine metabolism', 'Metabolic pathways', 'cAMP signaling pathway', 'Parathyroid hormone synthesis, secretion and action', 'Morphine addiction']"
5143,"['Purine metabolism', 'Metabolic pathways', 'cAMP signaling pathway', 'Parathyroid hormone synthesis, secretion and action', 'Morphine addiction']"
5144,"['Purine metabolism', 'Metabolic pathways', 'cAMP signaling pathway', 'Parathyroid hormone synthesis, secretion and action', 'Morphine addiction']"
5145,"['Purine metabolism', 'Metabolic pathways', 'Phototransduction']"
5146,"['Purine metabolism', 'Metabolic pathways']"
5147,"['Purine metabolism', 'Metabolic pathways']"
5148,"['Purine metabolism', 'Metabolic pathways', 'Phototransduction']"
5149,"['Purine metabolism', 'Metabolic pathways']"
5150,"['Purine metabolism', 'Metabolic pathways', 'Morphine addiction']"
5151,"['Purine metabolism', 'Metabolic pathways', 'Cortisol synthesis and secretion', 'Cushing syndrome', 'Morphine addiction']"
5152,"['Purine metabolism', 'Metabolic pathways']"
5153,"['Purine metabolism', 'Metabolic pathways', 'Calcium signaling pathway', 'Olfactory transduction', 'Taste transduction', 'Renin secretion', 'Morphine addiction']"
5154,"['EGFR tyrosine kinase inhibitor resistance', 'MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'Phospholipase D signaling pathway', 'PI3K-Akt signaling pathway', 'Focal adhesion', 'Gap junction', 'JAK-STAT signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Transcriptional misregulation in cancer', 'MicroRNAs in cancer', 'Glioma', 'Prostate cancer', 'Melanoma', 'Choline metabolism in cancer', 'Fluid shear stress and atherosclerosis']"
5155,"['EGFR tyrosine kinase inhibitor resistance', 'MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'Phospholipase D signaling pathway', 'PI3K-Akt signaling pathway', 'Focal adhesion', 'Gap junction', 'JAK-STAT signaling pathway', 'Regulation of actin cytoskeleton', 'Kaposi sarcoma-associated herpesvirus infection', 'Pathways in cancer', 'MicroRNAs in cancer', 'Renal cell carcinoma', 'Glioma', 'Prostate cancer', 'Melanoma', 'Choline metabolism in cancer', 'Fluid shear stress and atherosclerosis']"
5156,"['EGFR tyrosine kinase inhibitor resistance', 'MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'Phospholipase D signaling pathway', 'Endocytosis', 'PI3K-Akt signaling pathway', 'Focal adhesion', 'Gap junction', 'JAK-STAT signaling pathway', 'Regulation of actin cytoskeleton', 'Human cytomegalovirus infection', 'Pathways in cancer', 'MicroRNAs in cancer', 'Glioma', 'Prostate cancer', 'Melanoma', 'Central carbon metabolism in cancer', 'Choline metabolism in cancer']"
5158,"['Purine metabolism', 'Metabolic pathways', 'Phototransduction']"
5159,"['EGFR tyrosine kinase inhibitor resistance', 'MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'Phospholipase D signaling pathway', 'PI3K-Akt signaling pathway', 'Focal adhesion', 'Gap junction', 'JAK-STAT signaling pathway', 'Regulation of actin cytoskeleton', 'Human papillomavirus infection', 'Pathways in cancer', 'MicroRNAs in cancer', 'Glioma', 'Prostate cancer', 'Melanoma', 'Central carbon metabolism in cancer', 'Choline metabolism in cancer']"
5160,"['Glycolysis / Gluconeogenesis', 'Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Lipoic acid metabolism', 'Metabolic pathways', 'Carbon metabolism', '2-Oxocarboxylic acid metabolism', 'HIF-1 signaling pathway', 'Glucagon signaling pathway', 'Central carbon metabolism in cancer', 'Diabetic cardiomyopathy']"
5161,"['Glycolysis / Gluconeogenesis', 'Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Lipoic acid metabolism', 'Metabolic pathways', 'Carbon metabolism', '2-Oxocarboxylic acid metabolism', 'HIF-1 signaling pathway', 'Glucagon signaling pathway', 'Central carbon metabolism in cancer', 'Diabetic cardiomyopathy']"
5162,"['Glycolysis / Gluconeogenesis', 'Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Lipoic acid metabolism', 'Metabolic pathways', 'Carbon metabolism', '2-Oxocarboxylic acid metabolism', 'HIF-1 signaling pathway', 'Glucagon signaling pathway', 'Central carbon metabolism in cancer', 'Diabetic cardiomyopathy']"
5163,"['HIF-1 signaling pathway', 'Central carbon metabolism in cancer']"
5164,['Diabetic cardiomyopathy']
5165,['Diabetic cardiomyopathy']
5166,['Diabetic cardiomyopathy']
5167,"['Purine metabolism', 'Pyrimidine metabolism', 'Starch and sucrose metabolism', 'Riboflavin metabolism', 'Nicotinate and nicotinamide metabolism', 'Pantothenate and CoA biosynthesis', 'Metabolic pathways', 'Nucleotide metabolism']"
5168,"['Ether lipid metabolism', 'Metabolic pathways']"
5169,"['Purine metabolism', 'Pyrimidine metabolism', 'Starch and sucrose metabolism', 'Riboflavin metabolism', 'Nicotinate and nicotinamide metabolism', 'Pantothenate and CoA biosynthesis', 'Metabolic pathways', 'Nucleotide metabolism']"
5170,"['Platinum drug resistance', 'PPAR signaling pathway', 'FoxO signaling pathway', 'Sphingolipid signaling pathway', 'Autophagy - animal', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Apoptosis', 'Axon guidance', 'Focal adhesion', 'T cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Neurotrophin signaling pathway', 'Insulin signaling pathway', 'Thyroid hormone signaling pathway', 'Insulin resistance', 'Aldosterone-regulated sodium reabsorption', 'Toxoplasmosis', 'Proteoglycans in cancer', 'Chemical carcinogenesis - reactive oxygen species', 'Endometrial cancer', 'Prostate cancer', 'Non-small cell lung cancer', 'Choline metabolism in cancer', 'Lipid and atherosclerosis']"
5172,['Thyroid hormone synthesis']
5173,"['Neuroactive ligand-receptor interaction', 'Spinocerebellar ataxia', 'Pathways of neurodegeneration - multiple diseases', 'Cocaine addiction', 'Amphetamine addiction', 'Alcoholism']"
